nord,east,alt,speed,vf,vl,vu,yaw,pitch,roll,af,al,au,wf,wl,wu,numsats,satellitesInView,profile,fixQuality,HDOP,timestamp,grabMsec,episode
59.9572152,30.3322245,6.305,6.869,0.0,0.0,0.0,-3.9726852821337046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,44,0,4,1.08,2024-07-19T11: 56: 25.500+03: 00,306570,new.004.027.
59.9572109,30.3322154,6.309,6.935,0.0,0.0,0.0,-3.9657231637474997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,44,0,4,1.09,2024-07-19T11: 56: 25.600+03: 00,306666,new.004.027.
59.9572067,30.3322062,6.317,6.947,0.0,0.0,0.0,-3.9730762358861518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,44,0,4,1.09,2024-07-19T11: 56: 25.700+03: 00,306764,new.004.027.
59.9572023,30.3321974,6.331,6.934,0.0,0.0,0.0,-3.953655957299211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,44,0,4,1.09,2024-07-19T11: 56: 25.800+03: 00,306866,new.004.027.
59.957198,30.3321885,6.321,6.883,0.0,0.0,0.0,-3.9500256724550624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,44,0,4,1.09,2024-07-19T11: 56: 25.900+03: 00,306967,new.004.027.
59.9571937,30.3321794,6.342,6.952,0.0,0.0,0.0,-3.9598204602172546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,44,0,4,1.03,2024-07-19T11: 56: 26.000+03: 00,307073,new.004.027.
59.9571894,30.3321705,6.337,6.882,0.0,0.0,0.0,-3.9483937896044483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,44,0,4,1.03,2024-07-19T11: 56: 26.100+03: 00,307168,new.004.027.
59.957185,30.3321614,6.344,6.995,0.0,0.0,0.0,-3.955551384866877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,44,0,4,1.03,2024-07-19T11: 56: 26.200+03: 00,307270,new.004.027.
59.9571809,30.3321523,6.346,6.878,0.0,0.0,0.0,-3.969770582282874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.05,2024-07-19T11: 56: 26.300+03: 00,307372,new.004.027.
59.9571766,30.3321434,6.348,6.89,0.0,0.0,0.0,-3.959066477980393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 26.400+03: 00,307467,new.004.027.
59.9571725,30.3321344,6.364,6.842,0.0,0.0,0.0,-3.962913183651789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 26.500+03: 00,307568,new.004.027.
59.9571682,30.3321252,6.368,6.945,0.0,0.0,0.0,-3.9636689112179018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 26.600+03: 00,307664,new.004.027.
59.957164,30.3321164,6.378,6.848,0.0,0.0,0.0,-3.9568464191718564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.02,2024-07-19T11: 56: 26.700+03: 00,307767,new.004.027.
59.9571598,30.3321073,6.392,6.883,0.0,0.0,0.0,-3.9716555378750287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 26.800+03: 00,307867,new.004.027.
59.9571558,30.3320981,6.399,6.837,0.0,0.0,0.0,-3.9857019476950786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 26.900+03: 00,307966,new.004.027.
59.9571514,30.3320893,6.412,6.89,0.0,0.0,0.0,-3.9486311543827193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 27.000+03: 00,308072,new.004.027.
59.9571472,30.3320803,6.422,6.922,0.0,0.0,0.0,-3.9534168471916877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 27.100+03: 00,308169,new.004.027.
59.9571431,30.3320711,6.437,6.849,0.0,0.0,0.0,-3.9853720804664516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 27.200+03: 00,308269,new.004.027.
59.9571389,30.3320621,6.44,6.853,0.0,0.0,0.0,-3.968238183199624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.300+03: 00,308366,new.004.027.
59.9571349,30.3320531,6.462,6.774,0.0,0.0,0.0,-3.9737900755502173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.400+03: 00,308468,new.004.027.
59.9571309,30.3320439,6.485,6.847,0.0,0.0,0.0,-3.9871523163034857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.500+03: 00,308569,new.004.027.
59.9571267,30.3320348,6.486,6.927,0.0,0.0,0.0,-3.978291279691111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.600+03: 00,308667,new.004.027.
59.9571226,30.3320257,6.484,6.787,0.0,0.0,0.0,-3.979739902970266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.700+03: 00,308767,new.004.027.
59.9571186,30.3320166,6.496,6.801,0.0,0.0,0.0,-3.987257036058606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.03,2024-07-19T11: 56: 27.800+03: 00,308866,new.004.027.
59.9571146,30.3320073,6.505,6.841,0.0,0.0,0.0,-3.997849439288959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 27.900+03: 00,308968,new.004.027.
59.9571105,30.3319983,6.519,6.821,0.0,0.0,0.0,-3.9783890181292225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.08,2024-07-19T11: 56: 28.000+03: 00,309073,new.004.027.
59.9571064,30.3319891,6.52,6.822,0.0,0.0,0.0,-3.986332011555049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.08,2024-07-19T11: 56: 28.100+03: 00,309169,new.004.027.
59.9571024,30.3319801,6.539,6.787,0.0,0.0,0.0,-3.9744585366537306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.01,2024-07-19T11: 56: 28.200+03: 00,309269,new.004.027.
59.9570982,30.3319709,6.549,6.857,0.0,0.0,0.0,-3.977998064376776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.12,2024-07-19T11: 56: 28.300+03: 00,309372,new.004.028.
59.9570941,30.331962,6.556,6.773,0.0,0.0,0.0,-3.97056296176328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 28.400+03: 00,309465,new.004.028.
59.9570899,30.331953,6.576,6.825,0.0,0.0,0.0,-3.9568760897691404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 28.500+03: 00,309566,new.004.028.
59.9570857,30.3319442,6.574,6.813,0.0,0.0,0.0,-3.950514364645621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.94,2024-07-19T11: 56: 28.600+03: 00,309667,new.004.028.
59.9570815,30.3319353,6.591,6.767,0.0,0.0,0.0,-3.9531358491821162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.08,2024-07-19T11: 56: 28.700+03: 00,309767,new.004.028.
59.9570773,30.3319264,6.61,6.852,0.0,0.0,0.0,-3.95201883846084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 28.800+03: 00,309868,new.004.028.
59.9570732,30.3319176,6.609,6.724,0.0,0.0,0.0,-3.952418518859547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 28.900+03: 00,309967,new.004.028.
59.9570691,30.3319088,6.635,6.761,0.0,0.0,0.0,-3.9630091767606483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 29.000+03: 00,310075,new.004.028.
59.9570648,30.3318998,6.634,6.863,0.0,0.0,0.0,-3.9605133559302965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 29.100+03: 00,310169,new.004.028.
59.9570609,30.3318907,6.647,6.749,0.0,0.0,0.0,-3.9804816679023634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 29.200+03: 00,310267,new.004.028.
59.9570569,30.3318817,6.666,6.743,0.0,0.0,0.0,-3.9794676316069553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 29.300+03: 00,310365,new.004.028.
59.957053,30.3318724,6.693,6.794,0.0,0.0,0.0,-3.994847472975529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.400+03: 00,310468,new.004.028.
59.9570488,30.3318636,6.694,6.735,0.0,0.0,0.0,-3.9620178297455153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.500+03: 00,310572,new.004.028.
59.9570448,30.3318544,6.709,6.755,0.0,0.0,0.0,-3.9808097898017385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.600+03: 00,310667,new.004.028.
59.9570407,30.3318456,6.716,6.751,0.0,0.0,0.0,-3.9678943533369804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.700+03: 00,310766,new.004.028.
59.9570367,30.3318365,6.733,6.765,0.0,0.0,0.0,-3.9824120020550695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.800+03: 00,310867,new.004.028.
59.9570325,30.3318277,6.748,6.751,0.0,0.0,0.0,-3.9549876435184825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 29.900+03: 00,310966,new.004.028.
59.9570284,30.3318189,6.753,6.749,0.0,0.0,0.0,-3.9602899537860417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.94,2024-07-19T11: 56: 30.000+03: 00,311072,new.004.028.
59.9570242,30.3318102,6.77,6.715,0.0,0.0,0.0,-3.9529054657208533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.94,2024-07-19T11: 56: 30.100+03: 00,311169,new.004.028.
59.9570201,30.3318014,6.779,6.718,0.0,0.0,0.0,-3.9528391432092773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.95,2024-07-19T11: 56: 30.200+03: 00,311267,new.004.028.
59.9570159,30.3317926,6.791,6.771,0.0,0.0,0.0,-3.954872451787851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.95,2024-07-19T11: 56: 30.300+03: 00,311371,new.004.028.
59.9570118,30.3317839,6.802,6.672,0.0,0.0,0.0,-3.9610718612909346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.95,2024-07-19T11: 56: 30.400+03: 00,311467,new.004.028.
59.9570077,30.3317751,6.806,6.678,0.0,0.0,0.0,-3.9669920181136997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.95,2024-07-19T11: 56: 30.500+03: 00,311567,new.004.028.
59.9570037,30.3317662,6.809,6.666,0.0,0.0,0.0,-3.976298113685333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.01,2024-07-19T11: 56: 30.600+03: 00,311666,new.004.028.
59.9569998,30.3317574,6.819,6.621,0.0,0.0,0.0,-3.97974339362877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 30.700+03: 00,311766,new.004.028.
59.9569958,30.3317485,6.822,6.608,0.0,0.0,0.0,-3.9796857977634543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 30.800+03: 00,311865,new.004.028.
59.956992,30.3317397,6.83,6.527,0.0,0.0,0.0,-3.9965666222887433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 30.900+03: 00,311964,new.004.028.
59.9569882,30.3317309,6.821,6.484,0.0,0.0,0.0,-3.995255880020496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 31.000+03: 00,312071,new.004.028.
59.9569843,30.3317224,6.817,6.422,0.0,0.0,0.0,-3.9861243173740615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.07,2024-07-19T11: 56: 31.100+03: 00,312165,new.004.028.
59.9569805,30.3317139,6.834,6.436,0.0,0.0,0.0,-3.9777013584039365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.07,2024-07-19T11: 56: 31.200+03: 00,312266,new.004.028.
59.9569767,30.3317053,6.833,6.391,0.0,0.0,0.0,-3.9822444504468777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.07,2024-07-19T11: 56: 31.300+03: 00,312367,new.004.028.
59.9569727,30.3316971,6.842,6.335,0.0,0.0,0.0,-3.9613999831903097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.400+03: 00,312466,new.004.028.
59.9569689,30.3316889,6.841,6.243,0.0,0.0,0.0,-3.9619305632829156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.500+03: 00,312569,new.004.028.
59.956965,30.3316808,6.839,6.26,0.0,0.0,0.0,-3.9513817932838626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.600+03: 00,312666,new.004.028.
59.9569612,30.3316728,6.851,6.202,0.0,0.0,0.0,-3.954704900179659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.700+03: 00,312765,new.004.028.
59.9569573,30.3316648,6.849,6.184,0.0,0.0,0.0,-3.945322010120938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.800+03: 00,312865,new.004.028.
59.9569537,30.3316568,6.863,6.113,0.0,0.0,0.0,-3.9614540883971214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,1.01,2024-07-19T11: 56: 31.900+03: 00,312965,new.004.028.
59.9569499,30.3316488,6.856,6.088,0.0,0.0,0.0,-3.960469722698997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.01,2024-07-19T11: 56: 32.000+03: 00,313071,new.004.028.
59.9569463,30.3316409,6.861,6.03,0.0,0.0,0.0,-3.9641610940669647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.01,2024-07-19T11: 56: 32.100+03: 00,313168,new.004.028.
59.9569427,30.3316328,6.867,6.025,0.0,0.0,0.0,-3.986729946624503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.01,2024-07-19T11: 56: 32.200+03: 00,313268,new.004.028.
59.9569392,30.3316249,6.864,5.879,0.0,0.0,0.0,-3.9840543568811957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.01,2024-07-19T11: 56: 32.300+03: 00,313372,new.004.028.
59.9569357,30.331617,6.874,5.917,0.0,0.0,0.0,-3.9811675822983967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.95,2024-07-19T11: 56: 32.400+03: 00,313467,new.004.028.
59.9569321,30.3316093,6.867,5.855,0.0,0.0,0.0,-3.9718579960682594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.98,2024-07-19T11: 56: 32.500+03: 00,313567,new.004.028.
59.9569286,30.3316015,6.87,5.826,0.0,0.0,0.0,-3.974809347833382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 32.600+03: 00,313667,new.004.028.
59.9569252,30.3315941,6.878,5.704,0.0,0.0,0.0,-3.968749564670458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.01,2024-07-19T11: 56: 32.700+03: 00,313766,new.004.028.
59.9569216,30.3315868,6.868,5.674,0.0,0.0,0.0,-3.950647009668773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.98,2024-07-19T11: 56: 32.800+03: 00,313866,new.004.028.
59.9569181,30.3315793,6.875,5.739,0.0,0.0,0.0,-3.9575881841039537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.78,2024-07-19T11: 56: 32.900+03: 00,313964,new.004.028.
59.9569147,30.3315719,6.882,5.614,0.0,0.0,0.0,-3.965805194222343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.77,2024-07-19T11: 56: 33.000+03: 00,314072,new.004.028.
59.9569115,30.3315647,6.909,5.49,0.0,0.0,0.0,-3.973584126698482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,43,0,4,0.78,2024-07-19T11: 56: 33.100+03: 00,314168,new.004.028.
59.9569081,30.3315573,6.891,5.514,0.0,0.0,0.0,-3.976326038953365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.77,2024-07-19T11: 56: 33.200+03: 00,314267,new.004.028.
59.9569048,30.3315502,6.895,5.438,0.0,0.0,0.0,-3.9614069645073173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.8,2024-07-19T11: 56: 33.300+03: 00,314367,new.004.028.
59.9569015,30.3315431,6.907,5.42,0.0,0.0,0.0,-3.9669588568579117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.8,2024-07-19T11: 56: 33.400+03: 00,314468,new.004.028.
59.9568982,30.331536,6.914,5.441,0.0,0.0,0.0,-3.9651227704848138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.8,2024-07-19T11: 56: 33.500+03: 00,314571,new.004.028.
59.9568951,30.3315288,6.9,5.311,0.0,0.0,0.0,-3.9835674100198895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 33.600+03: 00,314667,new.004.028.
59.9568918,30.3315217,6.899,5.352,0.0,0.0,0.0,-3.975050203270157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 33.700+03: 00,314766,new.004.028.
59.9568885,30.3315148,6.909,5.372,0.0,0.0,0.0,-3.958614437704127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 33.800+03: 00,314863,new.004.028.
59.9568852,30.3315077,6.912,5.326,0.0,0.0,0.0,-3.969472130980783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 33.900+03: 00,314965,new.004.028.
59.956882,30.3315007,6.914,5.341,0.0,0.0,0.0,-3.969821196831182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.000+03: 00,315071,new.004.028.
59.9568789,30.3314936,6.934,5.301,0.0,0.0,0.0,-3.984598899607818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.100+03: 00,315166,new.004.028.
59.9568757,30.3314866,6.931,5.268,0.0,0.0,0.0,-3.979502538191995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.200+03: 00,315267,new.004.028.
59.9568724,30.3314794,6.933,5.373,0.0,0.0,0.0,-3.9752561521218928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.300+03: 00,315371,new.004.028.
59.9568692,30.3314724,6.935,5.329,0.0,0.0,0.0,-3.9697740729413784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.400+03: 00,315465,new.004.028.
59.9568659,30.3314655,6.94,5.31,0.0,0.0,0.0,-3.961012520096367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.500+03: 00,315578,new.004.028.
59.9568627,30.3314584,6.944,5.354,0.0,0.0,0.0,-3.969887519342758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.84,2024-07-19T11: 56: 34.600+03: 00,315666,new.004.028.
59.9568596,30.3314514,6.96,5.261,0.0,0.0,0.0,-3.9841294060390315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.84,2024-07-19T11: 56: 34.700+03: 00,315764,new.004.028.
59.9568564,30.3314444,6.968,5.303,0.0,0.0,0.0,-3.977750227622993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,43,0,4,0.85,2024-07-19T11: 56: 34.800+03: 00,315865,new.004.028.
59.9568531,30.3314375,6.953,5.313,0.0,0.0,0.0,-3.968044451652652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,43,0,4,0.93,2024-07-19T11: 56: 34.900+03: 00,315968,new.004.028.
59.9568498,30.3314306,6.97,5.281,0.0,0.0,0.0,-3.959176433723269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,43,0,4,0.93,2024-07-19T11: 56: 35.000+03: 00,316072,new.004.028.
59.9568466,30.3314237,6.974,5.293,0.0,0.0,0.0,-3.964147131432948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.93,2024-07-19T11: 56: 35.100+03: 00,316167,new.004.028.
59.9568434,30.3314167,6.983,5.337,0.0,0.0,0.0,-3.9728441070956366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.93,2024-07-19T11: 56: 35.200+03: 00,316268,new.004.028.
59.9568402,30.3314098,6.995,5.26,0.0,0.0,0.0,-3.9692487288365284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,1.02,2024-07-19T11: 56: 35.300+03: 00,316367,new.004.028.
59.9568369,30.331403,7.004,5.295,0.0,0.0,0.0,-3.9570663306576073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.400+03: 00,316470,new.004.028.
59.9568337,30.331396,7.012,5.328,0.0,0.0,0.0,-3.970594377689816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.500+03: 00,316571,new.004.028.
59.9568304,30.3313893,7.024,5.248,0.0,0.0,0.0,-3.960391182882657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.600+03: 00,316665,new.004.028.
59.9568273,30.3313823,7.038,5.3,0.0,0.0,0.0,-3.9735108228698985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.700+03: 00,316766,new.004.028.
59.956824,30.3313755,7.053,5.273,0.0,0.0,0.0,-3.9584940099857393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.800+03: 00,316866,new.004.028.
59.9568207,30.3313686,7.064,5.278,0.0,0.0,0.0,-3.9590786952851578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,0,4,0.97,2024-07-19T11: 56: 35.900+03: 00,316965,new.004.028.
59.9568176,30.3313617,7.063,5.243,0.0,0.0,0.0,-3.9718719587022755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.97,2024-07-19T11: 56: 36.000+03: 00,317072,new.004.028.
59.9568144,30.3313548,7.067,5.289,0.0,0.0,0.0,-3.9651489504235933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.100+03: 00,317168,new.004.028.
59.9568111,30.3313479,7.085,5.27,0.0,0.0,0.0,-3.957973901868645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,43,0,4,0.98,2024-07-19T11: 56: 36.200+03: 00,317269,new.004.028.
59.9568079,30.3313411,7.087,5.26,0.0,0.0,0.0,-3.96685239177354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,1.07,2024-07-19T11: 56: 36.300+03: 00,317373,new.004.028.
59.9568047,30.3313341,7.098,5.309,0.0,0.0,0.0,-3.975010060697361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.400+03: 00,317468,new.004.028.
59.9568014,30.3313273,7.096,5.254,0.0,0.0,0.0,-3.955821910900936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.500+03: 00,317565,new.004.028.
59.9567984,30.3313203,7.113,5.26,0.0,0.0,0.0,-3.979532208789279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.600+03: 00,317668,new.004.028.
59.9567951,30.3313134,7.117,5.291,0.0,0.0,0.0,-3.9649604548643778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.700+03: 00,317768,new.004.028.
59.9567919,30.3313066,7.121,5.254,0.0,0.0,0.0,-3.9659064233189594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.800+03: 00,317866,new.004.028.
59.9567888,30.3312996,7.136,5.23,0.0,0.0,0.0,-3.9784535953115463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,43,0,4,0.98,2024-07-19T11: 56: 36.900+03: 00,317966,new.004.028.
59.9567856,30.3312926,7.152,5.271,0.0,0.0,0.0,-3.972329234966298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.98,2024-07-19T11: 56: 37.000+03: 00,318075,new.004.028.
59.9567824,30.3312858,7.138,5.233,0.0,0.0,0.0,-3.9639533998859773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.81,2024-07-19T11: 56: 37.100+03: 00,318169,new.004.028.
59.9567792,30.3312789,7.146,5.261,0.0,0.0,0.0,-3.9755092248634316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,43,0,4,0.81,2024-07-19T11: 56: 37.200+03: 00,318267,new.004.028.
